token,label
radheshyam sen,human
mohd miraj ansari,human
amit,human
bhanwar lal,human
md.ansar,human
rudra pratap,human
birij kisor,human
hardeep,human
rajam singh,human
rajendra podhar,human
heera singh,human
a. suresh,human
sunil kumar singh,human
combivir,medicine
hepatitis c,diagnosis
vortioxetine,medicine
mahendra singh chotele,human
rajaram,human
ramdhin gujair,human
pankuj bansal,human
jiya rahman,human
gopal krishan,human
mukat singh,human
apremilast,medicine
sprycel,medicine
surendera singh,human
minastrin 24 fe,medicine
karan kumar khatik,human
giant cell tumor of bone,diagnosis
mukesh kumar,human
sandip kumar,human
M/65years,human
nupercainal,medicine
upper respiratory tract infection,diagnosis
topiramate,medicine
penlac nail lacquer,medicine
shekh nasir husain,human
siyaram modi,human
ascomp with codeine,medicine
shakti singh,human
kanok,human
surgyan,human
mustikeem khan,human
lomotil,medicine
augmentin es-600,medicine
mintu,human
transderm-scop,medicine
ghaseeta ram,human
lakhmi,human
dheeraj joshi,human
nikhil tyagi,human
manoj jain,human
veer,human
zometa,medicine
vinay shankar chobda,human
evoxac,medicine
avandia,medicine
jhagdu rzak,human
noor aalam,human
shri  chatru,human
chinu,human
41</span> users found this comment helpful.,diagnosis
ankit jaiswal,human
myorisan,medicine
kishor matta,human
penicillin v potassium,medicine
sorav,human
amit diwan,human
shish ram,human
bobi khan,human
suresh sanwal,human
nor-qd,medicine
jagmal,human
glucophage,medicine
jag dish kumar gupta,human
subham krishna,human
aveed,medicine
ritalin,medicine
rakesh kumar agrwal,human
ravi dwivedi,human
shailender,human
robitussin cold cough and flu,medicine
elidel,medicine
paroxysmal supraventricular tachycardia,diagnosis
conjunctivitis,diagnosis
chronic idiopathic constipation,diagnosis
dhan chandar,human
yuvraj kumar,human
mr. mohamad anwar,human
atul dixit,human
suresh talwar,human
reserpine,medicine
macular degeneration,diagnosis
rajat,human
amil,human
vikarm,human
satender,human
brimonidine / brinzolamide,medicine
jitendera singh,human
monu gambhir,human
arjun,human
inflammatory conditions,diagnosis
rashab,human
aditya kumar,human
eskalith,medicine
decadron,medicine
garib das,human
som nath,human
amratalal,human
ram darshan,human
diflorasone,medicine
aas mohd.,human
loryna,medicine
arvind mishra,human
relenza,medicine
toujeo solostar,medicine
jolivette,medicine
angad kumar,human
Nagrath Lege,human
rijul aggarwal,human
silvadene,medicine
zaheer,human
cortenema,medicine
sh. ganpat lal,human
mehtab,human
neeraj kumar,human
panchhi ramji,human
vipun kocher,human
zovirax ointment,medicine
kaleram,human
glucotrol,medicine
rituxan,medicine
provera,medicine
sandeep negi,human
dextromethorphan / quinidine,medicine
lamivudine / zidovudine,medicine
munnakumar,human
chaman prakash,human
buprenorphine / naloxone,medicine
pruritus of partial biliary obstruction,diagnosis
brahamprakash s/o meer singh,human
mahaveer gurjar,human
blisovi fe 1 / 20,medicine
sadhu yadav,human
corgard,medicine
ambien,medicine
collagenase clostridium histolyticum,medicine
kimat singh,human
deepak sewani,human
eletriptan,medicine
jagir singh,human
laxmi narayan verma,human
nikhil saini,human
ramchandra,human
imiglucerase,medicine
amlactin,medicine
ajay singh bhati,human
folic acid,medicine
aash mohd.,human
manosh yadav,human
desowen,medicine
nostrilla,medicine
kaleem,human
muskuran,human
myobloc,medicine
benadryl allergy,medicine
waseem,human
aijay jaiswal,human
amar nath,human
lokesh kumar ojha,human
shubham,human
surjeet singh banjara,human
nitin kumar,human
thyroid suppression test,diagnosis
indocin sr,medicine
khushal mani,human
munsi ram,human
methimazole,medicine
phrenilin,medicine
anubhav shrivastab,human
premnarayan,human
babesiosis,diagnosis
jyoti prasad,human
apri,medicine
shukveer singh,human
ganeshi dass,human
gurmit singh,human
oxiconazole,medicine
propofol,medicine
gladwin massey,human
duavee,medicine
nirmaljeet singh,human
copaxone,medicine
cluster headaches,diagnosis
horizant,medicine
peyronie's disease,diagnosis
chet ram s/o ram chander,human
tendonitis,diagnosis
augmentin xr,medicine
mohd yasin,human
imipramine,medicine
vikram kumar nayar,human
yaksh panchal,human
minocin,medicine
dhanraj prajapat,human
unknown,human
bhajan singh rodhan,human
kunal,human
ramveer,human
mahbub ali,human
chander mehto,human
rehman khan,human
prostate cance,diagnosis
dexamethasone intensol,medicine
akhtar ali,human
anil chadda,human
dental abscess,diagnosis
atomoxetine,medicine
kalish,human
bherav dutt,human
bhanu yadav,human
Shubhangi,human
jamna lal,human
olanzapine,medicine
"hypogonadism, male",diagnosis
b r john,human
ratikant maghi,human
sanjay manchanda,human
28</span> users found this comment helpful.,diagnosis
vijendar,human
vikram panwar,human
kishnaram,human
hisham singh,human
rohit ahlawat,human
venlafaxine,medicine
bhim,human
gauravgil,human
sonu s/o raj kumar,human
jamir ahmad,human
diclofenac,medicine
chlorpheniramine / hydrocodone,medicine
vikesh,human
Shobha Dandge,human
mesalamine,medicine
xerac ac,medicine
justin,human
rajbir singh,human
anil,human
sandeep s/o pappu urf munesh kumar r/o chadseena p,human
ranexa,medicine
rasul,human
akhilesh kumar,human
megharam,human
bhure,human
mangol jao singh,human
govind rao,human
ahmad,human
faim,human
mohd khairul,human
nadeem kha,human
vasim,human
Ashurne Gangnal,human
seasonique,medicine
pappu kumar,human
indra sain,human
prabhat,human
akil,human
trospium,medicine
aaftaab husan,human
istalol,medicine
chhotu,human
avar,medicine
arcalyst,medicine
F/34years,human
dinesh sharma,human
vijay ghimre,human
pappu mandal,human
nihalchand,human
ishwar ram,human
narendra,human
stalevo,medicine
kapil,human
zyrtec-d,medicine
mohd. yusuf,human
khajan singh,human
avinash jha,human
cosamin ds,medicine
birbal,human
kumar,human
inder dutt,human
bachhu singh,human
man singh,human
binani,human
junel 1 / 20,medicine
prempal,human
malaria prevention,diagnosis
baudi,human
mukhtiyar,human
sporotrichosis,diagnosis
gabapentin enacarbil,medicine
anup singh negi,human
betadine aerosol spray,medicine
acyclovir / hydrocortisone,medicine
inderpal,human
aashish mathur s/o satbir mathur,human
xtampza er,medicine
sishpal,human
terconazole,medicine
sumatriptan,medicine
ibrance,medicine
ram ayodhya,human
faizudeen,human
harish kumar pandey,human
interferon beta-1a,medicine
vishnu parshad,human
delzicol,medicine
vipul sharma,human
samayddin,human
cyclophosphamide,medicine
santosh,human
ravindra singh,human
arun kol,human
radha kishan  yadav,human
patanol,medicine
raghuvir,human
mukul kumar,human
roshan  kumar,human
theratears nutrition,medicine
anxiety and stress,diagnosis
tronolane anesthetic for hemorrhoids,medicine
renal cell carcinoma,diagnosis
sultan singh,human
mohd nazeer,human
satyvrat,human
bumex,medicine
ginkgo,medicine
hariesh,human
lidocaine,medicine
maniram,human
nittin rana,human
ramdin verma,human
shamim,human
dexamethasone / tobramycin,medicine
daks,human
pradeep singh,human
umar daraj,human
suwadhin shriwastava,human
chhabeel sharma,human
ravi kumar batra,human
nitro-bid,medicine
ranjan singh,human
bone infection,diagnosis
ankur solan,human
demerol,medicine
mahindra kumar,human
ramesh kuamar,human
tardive dyskinesia,diagnosis
zetran,medicine
sandeep dahiya ms/o azad singh r/o village bound p,human
odefsey,medicine
jantoven,medicine
sandeep kasera,human
prince singh,human
shishram,human
shanbhu lal,human
penicillin vk,medicine
zofran odt,medicine
leuprolide,medicine
marezine,medicine
LS Bit L Radicular Pain,complaints
tradjenta,medicine
zenatane,medicine
ratan singh,human
bismuth subcitrate potassium / metronidazole / tetracycline,medicine
rohtash singh,human
orphenadrine,medicine
kesri prashad sharma,human
sular,medicine
shri gulshan kumar,human
shri gani mohammad,human
kishore kumar,human
pseudobulbar affect,diagnosis
yogender choudhary,human
eplerenone,medicine
v. rajan thomas,human
sanjay tyagi,human
gajendra mehta,human
chandu,human
bhanu pratap,human
tameezuddin,human
cardura xl,medicine
eosinophilic esophagitis,diagnosis
rubal khurana,human
ferumoxytol,medicine
lilu ram,human
rytary,medicine
subash,human
ajeet chaudhary,human
ala-quin,medicine
jagdish juneja,human
michael,human
Manju Gokhale,human
vaibahv,human
abdul rehman,human
gulfan,human
gaucher disease,diagnosis
polysporin first aid antibiotic ointment,medicine
vipul agrawal,human
paxil,medicine
balwant singh,human
zovirax,medicine
aatif ali,human
debrox,medicine
diovan hct,medicine
ramesh lal,human
zocor,medicine
dermatitis herpeti,diagnosis
orajel,medicine
dasetta 7 / 7 / 7,medicine
ashok jain,human
sunder paal,human
mukund kumar,human
jogender,human
ram babu shah,human
swedesh mahaldar,human
dandruff,diagnosis
chronic inflammatory demyelinating polyradiculoneuropathy,diagnosis
dheeraj singh,human
mohd raja,human
sovaldi,medicine
tums smoothies,medicine
bhupendra,human
neeraj sharma,human
asgar ali,human
mohanlal,human
adhish kumar,human
parsant,human
paregoric,medicine
manav,human
hazrat ali,human
ovarian cance,diagnosis
belimumab,medicine
"influenza virus vaccine, inactivated",medicine
megace,medicine
rakshit ghai,human
hydroxyprogesterone,medicine
shyam dhar mishra,human
estradiol,medicine
suneel kumar,human
gopal tiwari,human
junel 1.5 / 30,medicine
mct,medicine
jhakar singh,human
sushail singh,human
nasacort,medicine
pannalal,human
jai ram tiwari,human
cepacol dual relief sore throat,medicine
ropinirole,medicine
zecuity,medicine
nooralha,human
golu,human
period pain,diagnosis
rajat gupta,human
chlorpromazine,medicine
abnormal uterine bleeding,diagnosis
gavilyte-n,medicine
chhedilal chaursiya,human
soma compound,medicine
vinod tiwari,human
saleem,human
palaram,human
naulakh,human
bisoprolol,medicine
sukh dev prasad nirala,human
sunil yadav,human
mohd. fahad,human
sandeep,human
epivir,medicine
qualaquin,medicine
zepatier,medicine
overactive bladde,diagnosis
timoptic ocudose,medicine
trezix,medicine
traun kumar,human
exforge,medicine
gildess 1.5 / 30,medicine
rihal ali,human
p ramkumar,human
arun verma,human
kamal kant chouhan,human
bupap,medicine
enemeez mini,medicine
kaval raj kapoor,human
raju kashyap,human
methylphenidate,medicine
sarad raghuvansi,human
premenstrual dysphoric disorde,diagnosis
lioresal,medicine
halkuji,human
ghanshyam giri,human
khangara ram,human
zameer ahmed,human
manjeet,human
flonase,medicine
enzalutamide,medicine
omnicef,medicine
manish chabra,human
imodium a-d,medicine
shib lal singh,human
ct sandeep,human
sevelamer,medicine
dharmender s/o,human
high cholesterol,diagnosis
nikhil kr sharma,human
dhanjay,human
veer singh,human
harbhajan singh,human
"constipation, chronic",diagnosis
rahul kumar,human
lac-hydrin,medicine
md mustak,human
92</span> users found this comment helpful.,diagnosis
lamotrigine,medicine
milnacipran,medicine
aubra,medicine
claritin-d 12 hour,medicine
veerpal,human
jitendr,human
lazanda,medicine
ramlakhan,human
mohd. samsher,human
sancuso,medicine
pandu rang,human
sanjay s/o deep chand,human
gablofen,medicine
skin cance,diagnosis
pramod mishra,human
epoprostenol,medicine
manender pratap,human
nadir tanzeem,human
ravinder prakash,human
ram jiyavan,human
azim,human
zahid,human
tapas nandi,human
kurban ali,human
matok,human
anesthesia,diagnosis
dhiraj,human
abdul rajjak,human
olodaterol / tiotropium,medicine
ramu yadav,human
nikhil dhariwal,human
avanafil,medicine
sintu vishwash,human
sajjan kumar,human
mohd shan,human
al0k awasthi,human
ravidutt,human
anshul,human
guman singh basyal,human
jarif,human
ravinder dhaka,human
sanjay bhalla,human
gauri shanka,human
mohatter,human
shiva,human
samer bahadur,human
barkat,human
tylenol with codeine 4,medicine
rameh chand,human
cefazolin,medicine
methenamine / sodium acid phosphate,medicine
chottu,human
trilock chand,human
vinit kumar,human
pukharam,human
laxmanram,human
sajid hussen,human
chlorpheniramine / dextromethorphan / pseudoephedrine,medicine
shriram,human
vipin pandey,human
anil kumar,human
vinos kumar,human
monu kumar,human
yash sharma,human
darbepoetin alfa,medicine
zolmitriptan,medicine
kedarnath,human
bhushan,human
shivani,human
ramesh,human
prabhjeet singh,human
Mr. Amitabh.,human
alirocumab,medicine
salicylic acid,medicine
randhir ram,human
multiple endocrine adenomas,diagnosis
dilip kumar bhattacharjee,human
vijay kumar ghai,human
L Tennis Elbow - acutely painful,complaints
topamax,medicine
tsh suppression,diagnosis
robin master,human
bacitracin / polymyxin b,medicine
azacitidine,medicine
ajay singh rajawat,human
chaparral,medicine
zymine,medicine
librium,medicine
md. danish,human
susanto dass,human
makbul,human
tiotropium,medicine
susant,human
F / 65 yrs,human
ankala praveen,human
hanuman,human
milkhi ram,human
rajat ragahv,human
arsenic trioxide,medicine
fluocinonide,medicine
hemraj,human
akheelesh,human
kush,human
adrash,human
ganesh singh,human
voltaren-xr,medicine
abhijeet sarkar,human
loseasonique,medicine
saphris,medicine
navendra,human
ayush pathak,human
sahna,human
md hasan,human
sabbab hussain,human
anand singh mehra,human
pegasys,medicine
moxeza,medicine
ravi kumar,human
gulam rashul,human
bhanu pratap morya,human
avnit / chotu,human
joginder mandal,human
swapanesh gupta,human
dermatomyositis,diagnosis
procrit,medicine
bhupender kumar,human
praziquantel,medicine
"mycobacterium avium-intracellulare, treatment",diagnosis
denosumab,medicine
sundar lal,human
allegra,medicine
chlorpheniramine / hydrocodone / pseudoephedrine,medicine
metformin / sitagliptin,medicine
F/25years,human
parkinsonian trem,diagnosis
solifenacin,medicine
tak chand,human
sunil gupta,human
cefixime,medicine
vishal kapoor,human
loestrin 24 fe,medicine
bheem singh,human
claravis,medicine
glaucoma/intraocular hypertension,diagnosis
nitin sharma,human
kuldeep gaur,human
naveen singh,human
tulshi ram,human
raju jogi,human
neeraj kumar verma,human
deepak kumar mishra,human
lariam,medicine
ram chander,human
jai kishan gupta,human
rhinocort aqua,medicine
dheerendra tiwari,human
madan kumar chaudhari,human
flurandrenolide,medicine
sanjeev verma,human
shyamlal,human
arun mishra,human
new daily persistent headache,diagnosis
"deep vein thrombosis, prophylaxis",diagnosis
ganga singh,human
benztropine,medicine
hepatitis b,diagnosis
pinki gupta,human
akash meena,human
dineesh khatik,human
nooruddin,human
tirath,human
proair hfa,medicine
nuox,medicine
umesh s/o suresh,human
abu talha,human
narendra  mishra,human
yunishs,human
migraine,diagnosis
pankaj chaudhary,human
sulfazine,medicine
benzodiazepine withdrawal,diagnosis
shrotam sam gosh,human
von willebrand's disease,diagnosis
mohd. arjoo,human
ashok kumar,human
jai prakash yadav,human
actonel,medicine
basant joshi,human
"hyperlipoproteinemia type iii, elevated beta-vldl   idl",diagnosis
risperdal consta,medicine
ashu,human
jitender kumar,human
shriram s/o lakhan dass,human
puran singh,human
short stature,diagnosis
"organ transplant, rejection prophylaxis",diagnosis
sat pal,human
sheetal prsad,human
shabir,human
parveen  kumat saini,human
radhesayam,human
sanjeev shekhar,human
nabav shekh,human
netram yadav,human
prashant,human
samsuddin,human
narendra kumar,human
raj kapoor,human
usman,human
samim malik,human
neeshu,human
awdesh kumar,human
coricidin hbp cold & flu,medicine
shubham urf sonu,human
dilshad,human
vulvodynia,diagnosis
xenical,medicine
ameer divan,human
flovent,medicine
amit paande,human
sitavig,medicine
shjad ali,human
baccha prashad,human
ventricular fibrillation,diagnosis
vicky kumar,human
abul kesh ansari,human
fleet phospho soda,medicine
mohd. sazzad ansari,human
man mohan,human
tenofovir,medicine
cymbalta,medicine
tri-previfem,medicine
aasif khan,human
shankar lal verma,human
mohd. mukhtaar,human
shabuddin shah,human
minoxidil,medicine
deva ram,human
monistat 1-day or night combination pack,medicine
dushyant,human
moin,human
epipen,medicine
cyclic vomiting syndrome,diagnosis
viberzi,medicine
Kunthal Annchaliya,human
vipin s/o virpal,human
mexiletine,medicine
cerezyme,medicine
arimidex,medicine
xodol,medicine
gulam  nabi azad,human
sanjai sharma,human
cafergot,medicine
ospemifene,medicine
chhotelal,human
excedrin back & body,medicine
veerendra singh,human
so sleepy,complaints
benlysta,medicine
gouty arthritis,diagnosis
hukum chand,human
malchand,human
ear wax impaction,diagnosis
hyzaar,medicine
surendra kumar,human
raja muttu,human
keshar ansari,human
rijwan aalam,human
ravi chandra natarajan,human
ahupendra,human
meniere's disease,diagnosis
mohd tausif,human
diosmiplex,medicine
aleve,medicine
aptensio xr,medicine
harish,human
atorvastatin,medicine
tretinoin,medicine
ram naresh tiwari,human
visan chetri,human
mohd suleman,human
chander sekher,human
cyclosporine,medicine
kumresh,human
jodhi kumar,human
fexofenadine / pseudoephedrine,medicine
jalyn,medicine
varun kalra,human
atul jalan,human
atralin,medicine
dientamoeba fragilis,diagnosis
prialt,medicine
vickey singh,human
pudendal neuralgia,diagnosis
"pulmonary embolism, first event",diagnosis
advate,medicine
ekram,human
sanjeev bansal,human
hari singh,human
adapalene,medicine
eylea,medicine
m pain disorde,diagnosis
amoxil,medicine
mousin,human
ravinder morya,human
ravi kumar soni,human
goutam bhora,human
manojkumar,human
ramchander,human
aslam allam,human
manoj kumar age-25 and his son rahman age-1-1/2,human
umesh chand,human
chatar pal,human
upender choudhry,human
bhura ram,human
md. sohail,human
sanjeev kumar,human
F/20years,human
nasacort allergy 24hr,medicine
pyare lal,human
rajesh anand,human
rebif rebidose,medicine
mahinder yadav,human
vagistat-1,medicine
vajid ali,human
citric acid / simethicone / sodium bicarbonate,medicine
nanhu khan,human
rajesh mehra,human
goopi ram,human
lakshman nath,human
shiv kumar sharma,human
kundan ram,human
krishnal,human
limbrel 500,medicine
ram janm,human
suraj rathi,human
trijugi narayan sukla,human
stromectol,medicine
tarun yadav,human
jatin pal,human
vedh prkash,human
small bowel or pancreatic fistula,diagnosis
pankaj lal kumar,human
neoral,medicine
buddha,human
mohinuddin,human
sohanpal,human
bronkaid,medicine
kundan kr,human
ishwar singh,human
amphetamine,medicine
selzentry,medicine
ramakant,human
tarachand,human
diphenhydramine / pseudoephedrine,medicine
garsh,human
tinea cruris,diagnosis
naveen joshi,human
vansh,human
dinesh kumar dogra,human
layman paswan,human
gurdarshan singh,human
tiazac,medicine
pawan malhotra,human
aaftab alam,human
latisse,medicine
labor pain,diagnosis
norpramin,medicine
mohd. imtiyaz,human
advil,medicine
yashbir,human
jagmohan gupta,human
damodar prasad,human
trichotillomania,diagnosis
gulfam saifi,human
elavil,medicine
hydralazine / hydrochlorothiazide / reserpine,medicine
umesh kumar,human
enalapril,medicine
md.yunus,human
"constipation, acute",diagnosis
choturam,human
dulcolax stool softener,medicine
sarvesh kumar pandey,human
sudesh,human
aayush,human
smt pooja,human
jalaluddin,human
Vandana Choudhari  ,human
mitoxantrone,medicine
badal,human
procardia,medicine
sumit singh,human
sanjay kotari & wife dimple,human
mukesh gurjar,human
lovastatin,medicine
ravi tiwari,human
tejender singh,human
hydrochlorothiazide / telmisartan,medicine
cerebral edema,diagnosis
krishna jha,human
dhamender s/o nandu,human
mohamad sahajeet,human
trilok agrawal,human
aaftab (4 months),human
parmod sharma,human
drysol,medicine
ram kishor,human
Bharti Kamalaskar,human
ronak,human
bhauk tyagi,human
manish malhotra,human
kundan raj,human
narayan dass,human
yogita,human
adil,human
farid,human
mahboob,human
juhewuddin,human
strep throat,diagnosis
haji mohmmad,human
autoimmune hemolytic anemia,diagnosis
penicillin g benzathine,medicine
mohd. mustfa,human
nasal polyps,diagnosis
samir mishra,human
dwarika lal,human
tinea pedis,diagnosis
trichomoniasis,diagnosis
jhawar lal bakshi,human
vasotec,medicine
dheeraj nagouri,human
bhupender,human
mahender mishra,human
podofilox,medicine
jentadueto,medicine
Tennis Elbow ,complaints
sufian,human
munna,human
nitu,human
giardiasis,diagnosis
ram subhak,human
junna khan,human
venofer,medicine
opana,medicine
sarju,human
headache,diagnosis
analpram-hc,medicine
lupron,medicine
nebivolol,medicine
rajat sarma,human
rajish,human
mohd. shakir,human
ujjawal upadhyay,human
manshi shing,human
gurupreet singh,human
kamaldeep,human
sahnaz,human
keshav dutt,human
gaurav sharam,human
sunder yadav,human
seroquel,medicine
selenium sulfide,medicine
arjun sharma,human
drixoral cold and allergy,medicine
daya anand,human
gulab nabbi,human
suhail,human
nadir,human
edex,medicine
tajuddin,human
natpara,medicine
parvesh kumar,human
xanax xr,medicine
parveen aggarwal,human
md aarif,human
tazorac,medicine
limbrel,medicine
dexamethasone / neomycin / polymyxin b,medicine
sunburn,diagnosis
lopid,medicine
mohd wazir,human
aahim,human
rambir,human
urised,medicine
ramkesh,human
mahesh sharma,human
naratriptan,medicine
hyperhidrosis,diagnosis
karanveer,human
tanmay,human
omparsad,human
abhisekh,human
gurfaan,human
babul al,human
33</span> users found this comment helpful.,diagnosis
benzoyl peroxide / clindamycin,medicine
jaswant,human
nasrudeen,human
chandan adhikari,human
ajay narayan,human
ajaj ahmad,human
chander pal,human
maj- koko khaing,human
suraj malhotra,human
colchicine / probenecid,medicine
ramwatar,human
krish topar jon,human
shahbuddin,human
privine,medicine
influenza prophylaxis,diagnosis
otitis media,diagnosis
mohd siwam,human
babu lal urf dholu,human
bunti kumar,human
uniretic,medicine
kartar singh,human
anil singh maharwar,human
vikesh kumar bhatt,human
jaskaran singh,human
ombir singh,human
krishna pandey,human
linzess,medicine
ranjan kumar,human
dhermendra,human
surender kumar,human
kanwar baljit singh,human
girish kumar,human
cinqair,medicine
varun gupta,human
kanhaiya sharma,human
harish chand shringi,human
gurdayal,human
halog-e,medicine
sanjeet,human
gahnshyam,human
md. arfan,human
intron a,medicine
anil singh,human
mohd. afzal,human
synjardy,medicine
beenu,human
mestinon timespan,medicine
undifferentiated connective tissue disease,diagnosis
vipta,human
dutasteride / tamsulosin,medicine
ram parvesh,human
duoneb,medicine
ram ji gupta,human
jiya lal,human
premenstrual syndrome,diagnosis
coagulation factor ix,medicine
lanthanum carbonate,medicine
tilakraj,human
rolapitant,medicine
avinash chand,human
sanju,human
atripla,medicine
pawan lakhwani,human
buprenorphine,medicine
fetzima,medicine
bipolar disorde,diagnosis
mukesh soni,human
finacea,medicine
reclipsen,medicine
usmaan,human
unisom sleeptabs,medicine
muqhtar muslim,human
mansoor alam,human
hari mohan gurjar,human
rukhsar,human
bitto kumar,human
sucroferric oxyhydroxide,medicine
kishan lal,human
narayan dutt,human
rahul shah,human
ammar,human
harpreet yadav,human
aaditya yadav,human
humalog,medicine
durgalal khateek,human
durga lal,human
mansharam,human
ridaura,medicine
chlordiazepoxide,medicine
prabhakar pandey,human
mahkar,human
skeeter stik,medicine
neetu,human
avtar singh,human
harish kumar,human
anti nmda receptor encephalitis,diagnosis
lal jee,human
shashi pal,human
dhan bhahadur,human
munnem meena,human
moh. aazad,human
avadh bihari,human
anurag prasad,human
mohd mahfooz alam,human
hareshwar prasad,human
premarin vaginal,medicine
radheyshyam saini,human
balwan khar,human
allegra allergy,medicine
anuj,human
formoterol / mometasone,medicine
jagnath murmu,human
swadhin beswal,human
sanjay bhandari,human
yogesh budhiraja,human
banwari lal,human
mohd. ahamad,human
ranpal singh,human
gagan kumar,human
sardar pal singh,human
rajesh mandal,human
alok,human
histoplasmosis,diagnosis
codeine / promethazine,medicine
ram murat singh,human
ketalar,medicine
prami,human
niranjan lal saini,human
amrit pal singh,human
peginterferon beta-1a,medicine
pimozide,medicine
nishu,human
ajim,human
tirlok joshi,human
jasveer,human
goruav,human
ankit tiwari,human
lacrisert,medicine
rajaram nayak,human
ravi teja nikkam,human
manoish,human
acetaminophen / aspirin / caffeine / salicylamide,medicine
asharam,human
perindopril,medicine
pramod shrama,human
sodium oxybate,medicine
ramkiashan,human
pooran singh saini,human
tanuj kandpal,human
rana,human
tropicamide,medicine
benzalkonium chloride / lidocaine,medicine
munshi lal,human
shree tulsi ram,human
anoop singh patwal,human
deep vein thrombosis,diagnosis
opdivo,medicine
devender singh,human
udham,human
brij mohan thakur,human
surja jat,human
perioral dermatitis,diagnosis
mhoomad sakir,human
subhash chand bhatia,human
vipin yadav,human
kalyan singh,human
rebif,medicine
rozerem,medicine
chaman,human
exemestane,medicine
shisupal,human
akash tomer,human
allantoin / camphor / phenol,medicine
kaptan singh,human
edarbi,medicine
vijay aggarwal,human
clemastine,medicine
dirgaj singh,human
vitan,human
nexium,medicine
mukesh s/o late raju,human
shalig ram,human
dakch,human
uceris,medicine
shankar lal,human
sawali mahto,human
yasmin,medicine
kaushik kumar,human
primary ovarian failure,diagnosis
mahender,human
methotrexate,medicine
mohd zakir,human
acne,diagnosis
mani manohar  prasad,human
apriso,medicine
westcort,medicine
shankar malhotra,human
abdul samrad,human
upender dass,human
kamal,human
marlissa,medicine
paliperidone,medicine
banwari saini,human
avinash kumar,human
bharat taneja,human
hera parshad,human
samay singh,human
mohd. manudeen,human
jatin,human
faisal yajdani,human
hukamchand,human
yogendra kumar,human
rho (d) immune globulin,medicine
rajender kumar sehgal,human
yogesh rawat,human
addyi,medicine
natthu ram,human
readi-cat 2,medicine
mohit brig,human
moh. aalam,human
mist (,diagnosis
gugna,human
mikel,human
pirmella 1 / 35,medicine
prakash gupta,human
giri raj,human
rohitash keer,human
rapaflo,medicine
tassadul omar,human
feru singh,human
banzel,medicine
valacyclovir,medicine
amit pande,human
shayam,human
sarthak dadwal,human
pankaj sehgal,human
amrika,human
baburam singh,human
74</span> users found this comment helpful.,diagnosis
topicort,medicine
vishal panchal,human
shivam avwsthi,human
salman ahmad,human
F/I8 yrs,human
prednicot,medicine
mohd. altaf,human
lakhu parsad,human
mahtab,human
avapro,medicine
jitendra,human
yudhbir,human
preet kumar,human
parvesh,human
dharm pal s/o nawal singh,human
dhiraj passi,human
kana ram,human
preetam kumar,human
ritik gupta,human
abdulla,human
vishvnath sarkar,human
md sakil,human
baldev singh,human
bhagvaan singh,human
sameeruddin,human
aanand kumar,human
neevo dha,medicine
hydroquinone,medicine
opioid overdose,diagnosis
99</span> users found this comment helpful.,diagnosis
fiorinal with codeine,medicine
oracea,medicine
satish kumar meena,human
akkni,human
shanu,human
firoj,human
rotigotine,medicine
impetig,diagnosis
uroxatral,medicine
capzasin-p,medicine
gaurav sukla,human
t care,diagnosis
vishwanath mehto s/o,human
shital,human
axat,human
ferrlecit,medicine
sanjay handda,human
risperdal m-tab,medicine
raltegravir,medicine
prasant tiwari,human
lonox,medicine
nikhil shukla,human
lidocaine / menthol,medicine
paclitaxel,medicine
22</span> users found this comment helpful.,diagnosis
achin chakraborty,human
ishan khan,human
saurabh s/o,human
modh israil,human
joy amal,human
arun sing,human
postoperative increased intraocular pressure,diagnosis
sonu sah,human
ravinder bahadur,human
simranjeet singh,human
harvinder singh sandhu,human
F/54yrs,human
hydrochlorothiazide / lisinopril,medicine
suresh kumar jain,human
rauf mohammad,human
ram naresh,human
laxman rao,human
F/16years,human
dramamine,medicine
ruksar,human
mirena,medicine
diphenhydramine / hydrocortisone,medicine
faijal,human
Ranjana Kazave,human
sheikh hamidral,human
ethosuximide,medicine
"jasvinder singh, kawal jeet kaur (wife 35 yrs), an",human
septra ds,medicine
subodh yadav,human
bhanu pratap singh,human
laxman dash,human
accolate,medicine
opcicon one-step,medicine
molindone,medicine
mohd anwar-ul-haq,human
shri memraj,human
beconase aq,medicine
chaman gupta,human
chura mukhiya,human
abiraterone,medicine
bhupender pal,human
kapil sahani,human
laxmi narayan malpani,human
glipizide xl,medicine
rakesh soni,human
devender sharma,human
multiple sclerosis,diagnosis
sanjay bhati,human
kalu lal khatik,human
jagjiwan ram,human
"delayed puberty, male",diagnosis
Pralhad Sanai,human
rumeet kumar,human
kapil kumar kashyap,human
sukhlal,human
polocaine,medicine
penzin kunga,human
md sokat,human
kishor ahuja,human
hemant kumar,human
sildenafil,medicine
kishan agrawal,human
jahir ahmad,human
sushil gautam,human
rajesh tiwari,human
sohan kumar,human
cellcept,medicine
kadian,medicine
deepak kumar yadav,human
bilal malik,human
prednisone,medicine
eye redness,diagnosis
lmx 4,medicine
sardar amarjeet sahni,human
perimenopausal symptoms,diagnosis
pardhuman kumar gupta,human
bhola ram megwal s/o kana ram,human
copegus,medicine
raman kumar,human
murad husain,human
md. jisan,human
"burns, external",diagnosis
dronedarone,medicine
manish ( with daughter purwa 7 years ),human
chlorpheniramine / hydrocodone / phenylephrine,medicine
manmohan,human
mujibu rehman,human
evekeo,medicine
abhinav jhori,human
